5262.50650 17.639 0.018
5264.50830 17.816 0.017
5265.59327 17.610 0.018
5266.50460 17.590 0.019
5267.50409 17.687 0.019
5268.53328 17.877 0.021
5270.50061 17.601 0.015
5272.49951 17.848 0.021
5274.49957 17.592 0.016
5276.49614 17.892 0.020
5279.49750 17.748 0.020
5281.49249 17.849 0.024
5283.51019 17.774 0.026
5284.49317 17.902 0.024
5285.49311 17.843 0.024
5287.49194 17.785 0.020
5289.49891 17.733 0.021
5292.53935 17.874 0.021
5294.49350 17.639 0.017
5296.52218 17.904 0.020
5299.48660 17.827 0.019
5305.48602 17.597 0.017
5308.50278 17.825 0.021
5314.47436 17.743 0.024
5428.90661 17.714 0.014
5439.86458 17.604 0.016
5444.91157 17.824 0.016
5450.90833 17.622 0.014
5453.89913 17.900 0.015
5455.84287 17.598 0.012
5457.83949 17.899 0.013
5461.88346 17.919 0.016
5465.82841 17.945 0.023
5467.80249 17.556 0.013
5468.76388 17.622 0.017
5469.81553 17.970 0.015
5471.77947 17.596 0.012
5475.87341 17.758 0.014
5478.72384 17.926 0.016
5481.71759 17.812 0.015
5483.71456 17.692 0.015
5485.75687 17.872 0.015
5487.72562 17.587 0.012
5489.71745 17.792 0.014
5490.76012 17.741 0.017
5492.71634 17.681 0.017
5493.72548 17.898 0.020
5495.70573 17.577 0.016
5497.69521 17.876 0.020
5502.83277 17.674 0.013
5506.84434 17.714 0.012
5510.75174 17.566 0.012
5512.77094 17.929 0.016
5514.77376 17.602 0.012
5516.77660 17.916 0.015
5518.79458 17.698 0.019
5521.79712 17.615 0.018
5523.75793 17.811 0.019
5525.76082 17.558 0.012
5527.72476 17.726 0.013
5529.71482 17.854 0.017
5530.67439 17.599 0.013
5531.85983 17.837 0.023
5533.80445 17.640 0.014
5534.66559 17.603 0.013
5535.75624 17.884 0.015
5536.85187 17.601 0.015
5539.79536 17.926 0.016
5541.73628 17.582 0.012
5543.74883 17.911 0.021
5545.69773 17.618 0.016
5547.69996 17.796 0.018
5549.71323 17.594 0.015
5551.72160 17.932 0.021
5554.76160 17.857 0.018
5557.73549 17.617 0.013
5558.74795 17.829 0.015
5559.63504 17.778 0.020
5561.71327 17.641 0.016
5565.74497 17.700 0.014
5566.76620 17.918 0.020
5570.79946 17.928 0.020
5574.79109 17.920 0.016
5575.79337 17.591 0.015
5576.79010 17.739 0.014
5577.72870 17.755 0.016
5578.73223 17.909 0.021
5579.78245 17.604 0.021
5580.72595 17.607 0.015
5582.75898 17.939 0.020
5583.67589 17.910 0.017
5589.73411 17.817 0.016
5590.66607 17.868 0.016
5592.73957 17.714 0.013
5594.68903 17.913 0.015
5595.68719 17.789 0.013
5597.68374 17.759 0.014
5599.69266 17.670 0.015
5601.71816 17.890 0.016
5602.69022 17.928 0.014
5604.71094 17.713 0.016
5605.69689 17.820 0.014
5607.65174 17.795 0.018
5609.66727 17.820 0.020
5612.64924 17.646 0.019
5615.60380 17.901 0.015
5623.54388 17.939 0.017
5626.53959 17.778 0.016
5628.54093 17.635 0.018
5630.55809 17.825 0.015
5632.53669 17.583 0.018
5634.53047 17.835 0.021
5638.53402 17.891 0.032
5640.55338 17.617 0.019
5642.52932 17.867 0.015
5644.52989 17.580 0.012
5646.49235 17.835 0.020
5648.49467 17.605 0.017
5650.49020 17.847 0.018
5652.49077 17.575 0.013
5653.51762 17.757 0.017
5654.51253 17.934 0.020
5656.49306 17.555 0.013
5659.48894 17.848 0.018
5665.48094 17.803 0.023
5668.51783 17.688 0.018
5670.47702 17.971 0.025
5672.50946 17.697 0.016
5676.49722 17.670 0.008
5680.47312 17.702 0.020
5682.47002 17.902 0.023
5785.91950 17.696 0.016
5796.92144 17.933 0.023
5803.85536 17.770 0.014
5806.92275 17.729 0.017
5807.85108 17.781 0.015
5809.88222 17.611 0.011
5812.87800 17.914 0.016
5815.85733 17.822 0.015
5818.84636 17.705 0.015
5820.83528 17.938 0.017
5823.82773 17.814 0.016
5825.78489 17.846 0.013
5827.82771 17.858 0.014
5829.76095 17.904 0.013
5832.78535 17.943 0.013
5833.87045 17.627 0.012
5835.76145 17.788 0.014
5836.83499 17.864 0.016
5839.76373 17.776 0.014
5841.84504 17.662 0.013
5844.84822 17.599 0.018
5850.83662 17.855 0.014
5851.75971 17.838 0.016
5853.81201 17.644 0.014
5859.74124 17.886 0.015
5859.74364 17.837 0.014
5861.72519 17.608 0.015
5862.75173 17.779 0.011
5864.73356 17.900 0.014
5866.74345 17.748 0.014
5867.82264 17.846 0.013
5869.78407 17.684 0.012
5870.72404 17.697 0.013
5872.80705 17.586 0.012
5872.87506 17.715 0.030
5873.71347 17.586 0.015
5875.76822 17.906 0.016
5879.77604 17.870 0.028
5881.75579 17.722 0.015
5883.74117 17.929 0.019
5885.75314 17.766 0.017
5888.76914 17.621 0.014
5890.79586 17.935 0.018
5892.70480 17.628 0.017
5894.74671 17.911 0.015
5896.73123 17.570 0.013
5898.74192 17.936 0.016
5900.68443 17.666 0.017
5902.68476 17.840 0.019
5903.70142 17.957 0.024
5904.69949 17.561 0.014
5905.67341 17.644 0.014
5906.68524 17.873 0.019
5907.67690 17.923 0.018
5909.68107 17.685 0.015
5911.69289 17.838 0.015
5912.72744 17.647 0.013
5913.76866 17.902 0.014
5914.72549 17.929 0.013
5915.73155 17.601 0.012
5916.70125 17.632 0.012
5917.69824 17.774 0.012
5922.76608 17.645 0.012
5923.69325 17.588 0.011
5924.67429 17.642 0.012
5925.73728 17.941 0.018
5926.70004 17.923 0.015
5927.69943 17.608 0.014
5929.67337 17.788 0.014
5932.72399 17.783 0.017
5933.73650 17.954 0.019
5934.75743 17.602 0.014
5938.65866 17.920 0.016
5939.66719 17.596 0.014
5940.66371 17.719 0.012
5941.69206 17.924 0.017
5942.68725 17.788 0.015
5943.68841 17.581 0.012
5944.65133 17.695 0.012
5945.66094 17.917 0.015
5946.68450 17.768 0.013
5947.66816 17.598 0.014
5948.64472 17.720 0.012
5949.67429 17.949 0.019
5950.62684 17.943 0.014
5954.67230 17.625 0.010
5956.67177 17.778 0.013
5958.66844 17.624 0.012
5960.63205 17.745 0.012
5962.60141 17.924 0.023
5964.57583 17.644 0.017
5967.58148 17.615 0.014
5968.61621 17.793 0.016
5969.58197 17.852 0.014
5971.62323 17.618 0.011
5973.59918 17.895 0.013
5976.60631 17.751 0.015
5978.68259 17.637 0.012
5980.54921 17.718 0.017
5981.59124 17.937 0.017
5983.65614 17.809 0.012
5985.57817 17.929 0.015
5987.57744 17.661 0.013
5989.57853 17.913 0.015
5991.59001 17.743 0.021
5992.57471 17.804 0.015
5994.61260 17.613 0.017
5995.59572 17.745 0.019
5997.58288 17.985 0.023
6000.56735 17.841 0.015
6004.55413 17.858 0.017
6008.56289 17.912 0.015
6017.54054 17.896 0.017
6022.54756 17.647 0.017
6025.52278 17.856 0.023
6035.50310 17.771 0.016
6037.47963 17.899 0.023
6039.47843 17.717 0.023
6053.46527 17.656 0.020
6065.46518 17.593 0.019
6119.92017 17.873 0.020
6147.93492 17.923 0.028
6157.90533 17.756 0.016
6167.89686 17.763 0.015
6180.88790 17.674 0.016
6199.85046 17.592 0.020
6202.85766 17.873 0.017
6204.89259 17.793 0.017
6208.80126 17.684 0.013
6211.85198 17.639 0.014
6215.80391 17.588 0.012
6219.84002 17.646 0.014
6221.85455 17.920 0.017
6225.75469 17.819 0.017
6229.81348 17.926 0.021
6231.78604 17.587 0.014
6235.80570 17.622 0.012
6239.84604 17.758 0.014
6244.78266 17.834 0.014
6248.73176 17.736 0.013
6253.79183 17.872 0.013
6256.74419 17.807 0.016
6259.75404 17.720 0.017
6263.81077 17.863 0.014
6267.77440 17.761 0.015
6272.77016 17.927 0.016
6277.75797 17.592 0.010
6284.79053 17.784 0.012
6287.75207 17.834 0.016
6291.73752 17.859 0.018
6296.74332 17.848 0.015
6302.70102 17.695 0.012
6309.67995 17.583 0.012
6316.66293 17.913 0.018
6338.57408 17.626 0.012
6339.61217 17.870 0.013
6348.60181 17.837 0.018
6354.55505 17.694 0.013
6360.56526 17.828 0.013
6363.56189 17.910 0.015
6373.55482 17.643 0.013
6380.48916 17.919 0.019
6388.50560 17.746 0.015
6397.47670 17.606 0.016
6508.90727 17.726 0.014
6520.91990 17.798 0.013
6530.90628 17.632 0.015
6548.82635 17.785 0.012
6567.88754 17.903 0.017
6573.79131 17.902 0.012
6580.83447 17.904 0.013
6584.83425 17.939 0.016
6593.71236 17.984 0.021
6608.86296 17.568 0.012
6613.83543 17.728 0.018
6617.70596 17.704 0.011
6624.71154 17.930 0.014
6628.72028 17.924 0.015
6641.68799 17.611 0.014
6647.70022 17.937 0.014
6657.76420 17.787 0.013
6662.76166 17.973 0.018
6668.73775 17.692 0.013
6668.75497 17.715 0.012
6673.74702 17.954 0.024
6679.73246 17.575 0.010
6692.67085 17.654 0.011
6696.66640 17.682 0.012
6700.64917 17.660 0.014
6704.67931 17.740 0.021
6709.52987 17.663 0.013
6713.59339 17.791 0.017
6735.58620 17.610 0.013
6879.91208 17.821 0.017
6886.90204 17.669 0.013
6895.90840 17.915 0.017
6909.85629 17.573 0.015
6924.78525 17.923 0.013
6929.82484 17.609 0.015
6932.75453 17.925 0.018
6938.74430 17.663 0.017
6942.75911 17.743 0.016
6949.79523 17.672 0.013
6958.77305 17.862 0.018
6964.82713 17.714 0.015
6969.77786 17.769 0.018
6978.70861 17.802 0.014
6980.73590 17.570 0.012
6984.72704 17.595 0.014
6989.73019 17.763 0.012
6994.70686 17.923 0.017
7001.69564 17.740 0.016
7006.71310 17.931 0.019
7012.66379 17.590 0.012
7016.75901 17.841 0.016
7020.75389 17.860 0.018
7024.73792 17.810 0.021
7027.63453 17.625 0.019
7032.71124 17.820 0.016
7043.63915 17.607 0.014
7049.62534 17.905 0.015
7055.64981 17.696 0.018
7061.68261 17.734 0.018
7068.66178 17.940 0.016
7076.63918 17.923 0.018
7086.59908 17.591 0.019
7090.59001 17.581 0.014
7104.54758 17.898 0.015
7112.54272 17.901 0.024
7118.52618 17.658 0.017
7124.47929 17.880 0.016
7131.49380 17.791 0.018
7135.47286 17.767 0.017
7139.46997 17.829 0.023
7142.46844 17.618 0.014
7269.91633 17.938 0.020
7282.85521 17.916 0.018
7291.75938 17.942 0.024
7295.77224 17.858 0.016
7302.83030 17.875 0.017
7308.79724 17.754 0.016
7317.75376 17.865 0.017
7325.71481 17.808 0.017
7334.71808 17.914 0.018
7339.72266 17.574 0.011
7344.74913 17.839 0.014
7353.83032 17.591 0.021
7356.83205 17.823 0.015
7364.73051 17.926 0.016
7367.76932 17.856 0.014
7373.70663 17.852 0.015
7378.78289 17.791 0.018
7383.69258 17.815 0.017
7387.70869 17.846 0.014
7395.68678 17.870 0.024
7400.68177 17.960 0.014
7407.67172 17.890 0.018
7409.65137 17.605 0.016
7425.64436 17.594 0.013
7432.63671 17.665 0.015
7436.60938 17.762 0.014
7441.61604 17.623 0.015
7446.59034 17.765 0.012
7449.59248 17.657 0.015
7453.58453 17.662 0.012
7458.59979 17.868 0.016
7465.50239 17.588 0.013
7471.53717 17.943 0.030
7475.51366 17.941 0.017
7495.47865 17.875 0.025
